tag_id,timestamp,value
C-201-DISCH-PRESS,2026-08-22T11:00:00Z,905.97
C-201-DISCH-PRESS,2026-08-22T12:00:00Z,910.24
C-201-DISCH-PRESS,2026-08-22T13:00:00Z,899.96
C-201-DISCH-PRESS,2026-08-22T14:00:00Z,907.97
C-201-DISCH-PRESS,2026-08-22T15:00:00Z,906.77
C-201-DISCH-PRESS,2026-08-22T16:00:00Z,909.6
C-201-DISCH-PRESS,2026-08-22T17:00:00Z,907.14
C-201-DISCH-PRESS,2026-08-22T18:00:00Z,905.16
C-201-DISCH-PRESS,2026-08-22T19:00:00Z,903.44
C-201-DISCH-PRESS,2026-08-22T20:00:00Z,901.26
C-201-DISCH-PRESS,2026-08-22T21:00:00Z,905.59
C-201-DISCH-PRESS,2026-08-22T22:00:00Z,904.42
C-201-DISCH-PRESS,2026-08-22T23:00:00Z,911.06
C-201-DISCH-PRESS,2026-08-23T00:00:00Z,903.17
C-201-DISCH-PRESS,2026-08-23T01:00:00Z,905.96
C-201-DISCH-PRESS,2026-08-23T02:00:00Z,900.29
C-201-DISCH-PRESS,2026-08-23T03:00:00Z,903.81
C-201-DISCH-PRESS,2026-08-23T04:00:00Z,905.78
C-201-DISCH-PRESS,2026-08-23T05:00:00Z,907.47
C-201-DISCH-PRESS,2026-08-23T06:00:00Z,909.34
C-201-DISCH-PRESS,2026-08-23T07:00:00Z,904.87
C-201-DISCH-PRESS,2026-08-23T08:00:00Z,901.65
C-201-DISCH-PRESS,2026-08-23T09:00:00Z,906.37
C-201-DISCH-PRESS,2026-08-23T10:00:00Z,906.55
C-201-DISCH-PRESS,2026-08-23T11:00:00Z,906.47
C-201-DISCH-PRESS,2026-08-23T12:00:00Z,902.9
C-201-DISCH-PRESS,2026-08-23T13:00:00Z,908.4
C-201-DISCH-PRESS,2026-08-23T14:00:00Z,905.26
C-201-DISCH-PRESS,2026-08-23T15:00:00Z,907.1
C-201-DISCH-PRESS,2026-08-23T16:00:00Z,908.82
C-201-DISCH-PRESS,2026-08-23T17:00:00Z,906.83
C-201-DISCH-PRESS,2026-08-23T18:00:00Z,905.86
C-201-DISCH-PRESS,2026-08-23T19:00:00Z,911.46
C-201-DISCH-PRESS,2026-08-23T20:00:00Z,905.73
C-201-DISCH-PRESS,2026-08-23T21:00:00Z,904.11
C-201-DISCH-PRESS,2026-08-23T22:00:00Z,905.34
C-201-DISCH-PRESS,2026-08-23T23:00:00Z,909.45
C-201-DISCH-PRESS,2026-08-24T00:00:00Z,905.36
C-201-DISCH-PRESS,2026-08-24T01:00:00Z,906.56
C-201-DISCH-PRESS,2026-08-24T02:00:00Z,908.59
C-201-DISCH-PRESS,2026-08-24T03:00:00Z,903.46
C-201-DISCH-PRESS,2026-08-24T04:00:00Z,899.82
C-201-DISCH-PRESS,2026-08-24T05:00:00Z,905.9
C-201-DISCH-PRESS,2026-08-24T06:00:00Z,905.69
C-201-DISCH-PRESS,2026-08-24T07:00:00Z,903.18
C-201-DISCH-PRESS,2026-08-24T08:00:00Z,907.61
C-201-DISCH-PRESS,2026-08-24T09:00:00Z,906.82
C-201-DISCH-PRESS,2026-08-24T10:00:00Z,902.02
C-201-DISCH-PRESS,2026-08-24T11:00:00Z,906.55
C-201-DISCH-PRESS,2026-08-24T12:00:00Z,904.41
C-201-DISCH-PRESS,2026-08-24T13:00:00Z,900.55
C-201-DISCH-PRESS,2026-08-24T14:00:00Z,906.36
C-201-DISCH-PRESS,2026-08-24T15:00:00Z,904.86
C-201-DISCH-PRESS,2026-08-24T16:00:00Z,902.76
C-201-DISCH-PRESS,2026-08-24T17:00:00Z,906.57
C-201-DISCH-PRESS,2026-08-24T18:00:00Z,906.46
C-201-DISCH-PRESS,2026-08-24T19:00:00Z,903.27
C-201-DISCH-PRESS,2026-08-24T20:00:00Z,906.2
C-201-DISCH-PRESS,2026-08-24T21:00:00Z,908.05
C-201-DISCH-PRESS,2026-08-24T22:00:00Z,902.86
C-201-DISCH-PRESS,2026-08-24T23:00:00Z,906.14
C-201-DISCH-PRESS,2026-08-25T00:00:00Z,905.01
C-201-DISCH-PRESS,2026-08-25T01:00:00Z,911.8
C-201-DISCH-PRESS,2026-08-25T02:00:00Z,899.41
C-201-DISCH-PRESS,2026-08-25T03:00:00Z,907.09
C-201-DISCH-PRESS,2026-08-25T04:00:00Z,904.08
C-201-DISCH-PRESS,2026-08-25T05:00:00Z,904.7
C-201-DISCH-PRESS,2026-08-25T06:00:00Z,910.7
C-201-DISCH-PRESS,2026-08-25T07:00:00Z,904.97
C-201-DISCH-PRESS,2026-08-25T08:00:00Z,911.72
C-201-DISCH-PRESS,2026-08-25T09:00:00Z,903.67
C-201-DISCH-PRESS,2026-08-25T10:00:00Z,906.05
C-201-DISCH-PRESS,2026-08-25T11:00:00Z,903.53
C-201-DISCH-PRESS,2026-08-25T12:00:00Z,902.93
C-201-DISCH-PRESS,2026-08-25T13:00:00Z,905.19
C-201-DISCH-PRESS,2026-08-25T14:00:00Z,904.15
C-201-DISCH-PRESS,2026-08-25T15:00:00Z,905.61
C-201-DISCH-PRESS,2026-08-25T16:00:00Z,898.68
C-201-DISCH-PRESS,2026-08-25T17:00:00Z,911.01
C-201-DISCH-PRESS,2026-08-25T18:00:00Z,904.5
C-201-DISCH-PRESS,2026-08-25T19:00:00Z,910.23
C-201-DISCH-PRESS,2026-08-25T20:00:00Z,901.98
C-201-DISCH-PRESS,2026-08-25T21:00:00Z,905.88
C-201-DISCH-PRESS,2026-08-25T22:00:00Z,914.49
C-201-DISCH-PRESS,2026-08-25T23:00:00Z,902.39
C-201-DISCH-PRESS,2026-08-26T00:00:00Z,900.51
C-201-DISCH-PRESS,2026-08-26T01:00:00Z,903.36
C-201-DISCH-PRESS,2026-08-26T02:00:00Z,906.42
C-201-DISCH-PRESS,2026-08-26T03:00:00Z,907.08
C-201-DISCH-PRESS,2026-08-26T04:00:00Z,908.87
C-201-DISCH-PRESS,2026-08-26T05:00:00Z,904.23
C-201-DISCH-PRESS,2026-08-26T06:00:00Z,900.19
C-201-DISCH-PRESS,2026-08-26T07:00:00Z,903.69
C-201-DISCH-PRESS,2026-08-26T08:00:00Z,908.72
C-201-DISCH-PRESS,2026-08-26T09:00:00Z,906.4
C-201-DISCH-PRESS,2026-08-26T10:00:00Z,899.13
C-201-DISCH-PRESS,2026-08-26T11:00:00Z,904.89
C-201-DISCH-PRESS,2026-08-26T12:00:00Z,909.19
C-201-DISCH-PRESS,2026-08-26T13:00:00Z,911.38
C-201-DISCH-PRESS,2026-08-26T14:00:00Z,906.69
C-201-DISCH-PRESS,2026-08-26T15:00:00Z,905.93
C-201-DISCH-PRESS,2026-08-26T16:00:00Z,901.28
C-201-DISCH-PRESS,2026-08-26T17:00:00Z,902.47
C-201-DISCH-PRESS,2026-08-26T18:00:00Z,905.14
C-201-DISCH-PRESS,2026-08-26T19:00:00Z,906.51
C-201-DISCH-PRESS,2026-08-26T20:00:00Z,906.74
C-201-DISCH-PRESS,2026-08-26T21:00:00Z,903.57
C-201-DISCH-PRESS,2026-08-26T22:00:00Z,901.54
C-201-DISCH-PRESS,2026-08-26T23:00:00Z,902.67
C-201-DISCH-PRESS,2026-08-27T00:00:00Z,901.53
C-201-DISCH-PRESS,2026-08-27T01:00:00Z,906.93
C-201-DISCH-PRESS,2026-08-27T02:00:00Z,898.06
C-201-DISCH-PRESS,2026-08-27T03:00:00Z,904.0
C-201-DISCH-PRESS,2026-08-27T04:00:00Z,906.35
C-201-DISCH-PRESS,2026-08-27T05:00:00Z,909.57
C-201-DISCH-PRESS,2026-08-27T06:00:00Z,905.21
C-201-DISCH-PRESS,2026-08-27T07:00:00Z,908.0
C-201-DISCH-PRESS,2026-08-27T08:00:00Z,903.8
C-201-DISCH-PRESS,2026-08-27T09:00:00Z,902.77
C-201-DISCH-PRESS,2026-08-27T10:00:00Z,902.98
C-201-DISCH-PRESS,2026-08-27T11:00:00Z,909.58
C-201-DISCH-PRESS,2026-08-27T12:00:00Z,907.98
C-201-DISCH-PRESS,2026-08-27T13:00:00Z,906.46
C-201-DISCH-PRESS,2026-08-27T14:00:00Z,914.99
C-201-DISCH-PRESS,2026-08-27T15:00:00Z,904.9
C-201-DISCH-PRESS,2026-08-27T16:00:00Z,906.86
C-201-DISCH-PRESS,2026-08-27T17:00:00Z,905.92
C-201-DISCH-PRESS,2026-08-27T18:00:00Z,904.33
C-201-DISCH-PRESS,2026-08-27T19:00:00Z,911.95
C-201-DISCH-PRESS,2026-08-27T20:00:00Z,909.52
C-201-DISCH-PRESS,2026-08-27T21:00:00Z,900.8
C-201-DISCH-PRESS,2026-08-27T22:00:00Z,903.8
C-201-DISCH-PRESS,2026-08-27T23:00:00Z,906.29
C-201-DISCH-PRESS,2026-08-28T00:00:00Z,907.35
C-201-DISCH-PRESS,2026-08-28T01:00:00Z,900.95
C-201-DISCH-PRESS,2026-08-28T02:00:00Z,898.23
C-201-DISCH-PRESS,2026-08-28T03:00:00Z,899.28
C-201-DISCH-PRESS,2026-08-28T04:00:00Z,904.79
C-201-DISCH-PRESS,2026-08-28T05:00:00Z,904.69
C-201-DISCH-PRESS,2026-08-28T06:00:00Z,906.04
C-201-DISCH-PRESS,2026-08-28T07:00:00Z,902.69
C-201-DISCH-PRESS,2026-08-28T08:00:00Z,901.33
C-201-DISCH-PRESS,2026-08-28T09:00:00Z,898.93
C-201-DISCH-PRESS,2026-08-28T10:00:00Z,905.99
C-201-DISCH-PRESS,2026-08-28T11:00:00Z,906.11
C-201-DISCH-PRESS,2026-08-28T12:00:00Z,907.98
C-201-DISCH-PRESS,2026-08-28T13:00:00Z,907.37
C-201-DISCH-PRESS,2026-08-28T14:00:00Z,904.43
C-201-DISCH-PRESS,2026-08-28T15:00:00Z,909.05
C-201-DISCH-PRESS,2026-08-28T16:00:00Z,904.59
C-201-DISCH-PRESS,2026-08-28T17:00:00Z,903.02
C-201-DISCH-PRESS,2026-08-28T18:00:00Z,903.44
C-201-DISCH-PRESS,2026-08-28T19:00:00Z,903.25
C-201-DISCH-PRESS,2026-08-28T20:00:00Z,898.5
C-201-DISCH-PRESS,2026-08-28T21:00:00Z,905.47
C-201-DISCH-PRESS,2026-08-28T22:00:00Z,905.75
C-201-DISCH-PRESS,2026-08-28T23:00:00Z,903.91
C-201-DISCH-PRESS,2026-08-29T00:00:00Z,902.86
C-201-DISCH-PRESS,2026-08-29T01:00:00Z,906.12
C-201-DISCH-PRESS,2026-08-29T02:00:00Z,910.15
C-201-DISCH-PRESS,2026-08-29T03:00:00Z,905.11
C-201-DISCH-PRESS,2026-08-29T04:00:00Z,903.48
C-201-DISCH-PRESS,2026-08-29T05:00:00Z,903.23
C-201-DISCH-PRESS,2026-08-29T06:00:00Z,904.79
C-201-DISCH-PRESS,2026-08-29T07:00:00Z,901.21
C-201-DISCH-PRESS,2026-08-29T08:00:00Z,904.62
C-201-DISCH-PRESS,2026-08-29T09:00:00Z,905.18
C-201-DISCH-PRESS,2026-08-29T10:00:00Z,910.53
C-201-DISCH-PRESS,2026-08-29T11:00:00Z,907.83
C-201-DISCH-PRESS,2026-08-29T12:00:00Z,908.1
C-201-DISCH-PRESS,2026-08-29T13:00:00Z,902.86
C-201-DISCH-PRESS,2026-08-29T14:00:00Z,907.01
C-201-DISCH-PRESS,2026-08-29T15:00:00Z,901.58
C-201-DISCH-PRESS,2026-08-29T16:00:00Z,905.94
C-201-DISCH-PRESS,2026-08-29T17:00:00Z,906.26
C-201-DISCH-PRESS,2026-08-29T18:00:00Z,902.7
C-201-DISCH-PRESS,2026-08-29T19:00:00Z,911.0
C-201-DISCH-PRESS,2026-08-29T20:00:00Z,906.7
C-201-DISCH-PRESS,2026-08-29T21:00:00Z,899.29
C-201-DISCH-PRESS,2026-08-29T22:00:00Z,906.66
C-201-DISCH-PRESS,2026-08-29T23:00:00Z,903.78
C-201-DISCH-PRESS,2026-08-30T00:00:00Z,905.0
C-201-DISCH-PRESS,2026-08-30T01:00:00Z,906.4
C-201-DISCH-PRESS,2026-08-30T02:00:00Z,906.17
C-201-DISCH-PRESS,2026-08-30T03:00:00Z,898.88
C-201-DISCH-PRESS,2026-08-30T04:00:00Z,901.53
C-201-DISCH-PRESS,2026-08-30T05:00:00Z,907.32
C-201-DISCH-PRESS,2026-08-30T06:00:00Z,908.9
C-201-DISCH-PRESS,2026-08-30T07:00:00Z,910.71
C-201-DISCH-PRESS,2026-08-30T08:00:00Z,910.41
C-201-DISCH-PRESS,2026-08-30T09:00:00Z,898.83
C-201-DISCH-PRESS,2026-08-30T10:00:00Z,907.31
C-201-DISCH-PRESS,2026-08-30T11:00:00Z,899.25
C-201-DISCH-PRESS,2026-08-30T12:00:00Z,909.84
C-201-DISCH-PRESS,2026-08-30T13:00:00Z,905.76
C-201-DISCH-PRESS,2026-08-30T14:00:00Z,901.58
C-201-DISCH-PRESS,2026-08-30T15:00:00Z,911.03
C-201-DISCH-PRESS,2026-08-30T16:00:00Z,906.93
C-201-DISCH-PRESS,2026-08-30T17:00:00Z,899.33
C-201-DISCH-PRESS,2026-08-30T18:00:00Z,905.88
C-201-DISCH-PRESS,2026-08-30T19:00:00Z,902.81
C-201-DISCH-PRESS,2026-08-30T20:00:00Z,905.33
C-201-DISCH-PRESS,2026-08-30T21:00:00Z,903.6
C-201-DISCH-PRESS,2026-08-30T22:00:00Z,909.12
C-201-DISCH-PRESS,2026-08-30T23:00:00Z,900.73
C-201-DISCH-PRESS,2026-08-31T00:00:00Z,905.95
C-201-DISCH-PRESS,2026-08-31T01:00:00Z,910.44
C-201-DISCH-PRESS,2026-08-31T02:00:00Z,902.52
C-201-DISCH-PRESS,2026-08-31T03:00:00Z,905.63
C-201-DISCH-PRESS,2026-08-31T04:00:00Z,905.61
C-201-DISCH-PRESS,2026-08-31T05:00:00Z,902.93
C-201-DISCH-PRESS,2026-08-31T06:00:00Z,906.94
C-201-DISCH-PRESS,2026-08-31T07:00:00Z,905.29
C-201-DISCH-PRESS,2026-08-31T08:00:00Z,902.17
C-201-DISCH-PRESS,2026-08-31T09:00:00Z,910.29
C-201-DISCH-PRESS,2026-08-31T10:00:00Z,907.37
C-201-DISCH-PRESS,2026-08-31T11:00:00Z,904.5
C-201-DISCH-PRESS,2026-08-31T12:00:00Z,903.09
C-201-DISCH-PRESS,2026-08-31T13:00:00Z,902.65
C-201-DISCH-PRESS,2026-08-31T14:00:00Z,908.69
C-201-DISCH-PRESS,2026-08-31T15:00:00Z,904.56
C-201-DISCH-PRESS,2026-08-31T16:00:00Z,906.38
C-201-DISCH-PRESS,2026-08-31T17:00:00Z,904.45
C-201-DISCH-PRESS,2026-08-31T18:00:00Z,906.85
C-201-DISCH-PRESS,2026-08-31T19:00:00Z,904.65
C-201-DISCH-PRESS,2026-08-31T20:00:00Z,907.29
C-201-DISCH-PRESS,2026-08-31T21:00:00Z,904.45
C-201-DISCH-PRESS,2026-08-31T22:00:00Z,907.49
C-201-DISCH-PRESS,2026-08-31T23:00:00Z,907.02
C-201-DISCH-PRESS,2026-09-01T00:00:00Z,904.65
C-201-DISCH-PRESS,2026-09-01T01:00:00Z,902.42
C-201-DISCH-PRESS,2026-09-01T02:00:00Z,902.18
C-201-DISCH-PRESS,2026-09-01T03:00:00Z,902.78
C-201-DISCH-PRESS,2026-09-01T04:00:00Z,902.05
C-201-DISCH-PRESS,2026-09-01T05:00:00Z,907.6
C-201-DISCH-PRESS,2026-09-01T06:00:00Z,904.86
C-201-DISCH-PRESS,2026-09-01T07:00:00Z,909.71
C-201-DISCH-PRESS,2026-09-01T08:00:00Z,911.84
C-201-DISCH-PRESS,2026-09-01T09:00:00Z,905.07
C-201-DISCH-PRESS,2026-09-01T10:00:00Z,900.36
C-201-DISCH-PRESS,2026-09-01T11:00:00Z,903.86
C-201-DISCH-PRESS,2026-09-01T12:00:00Z,904.77
C-201-DISCH-PRESS,2026-09-01T13:00:00Z,900.53
C-201-DISCH-PRESS,2026-09-01T14:00:00Z,904.25
C-201-DISCH-PRESS,2026-09-01T15:00:00Z,905.86
C-201-DISCH-PRESS,2026-09-01T16:00:00Z,903.62
C-201-DISCH-PRESS,2026-09-01T17:00:00Z,902.69
C-201-DISCH-PRESS,2026-09-01T18:00:00Z,902.72
C-201-DISCH-PRESS,2026-09-01T19:00:00Z,910.36
C-201-DISCH-PRESS,2026-09-01T20:00:00Z,904.52
C-201-DISCH-PRESS,2026-09-01T21:00:00Z,902.51
C-201-DISCH-PRESS,2026-09-01T22:00:00Z,903.88
C-201-DISCH-PRESS,2026-09-01T23:00:00Z,907.86
C-201-DISCH-PRESS,2026-09-02T00:00:00Z,902.95
C-201-DISCH-PRESS,2026-09-02T01:00:00Z,906.45
C-201-DISCH-PRESS,2026-09-02T02:00:00Z,907.18
C-201-DISCH-PRESS,2026-09-02T03:00:00Z,907.25
C-201-DISCH-PRESS,2026-09-02T04:00:00Z,909.2
C-201-DISCH-PRESS,2026-09-02T05:00:00Z,903.35
C-201-DISCH-PRESS,2026-09-02T06:00:00Z,908.4
C-201-DISCH-PRESS,2026-09-02T07:00:00Z,902.62
C-201-DISCH-PRESS,2026-09-02T08:00:00Z,903.81
C-201-DISCH-PRESS,2026-09-02T09:00:00Z,908.59
C-201-DISCH-PRESS,2026-09-02T10:00:00Z,907.47
C-201-DISCH-PRESS,2026-09-02T11:00:00Z,905.01
C-201-DISCH-PRESS,2026-09-02T12:00:00Z,901.43
C-201-DISCH-PRESS,2026-09-02T13:00:00Z,906.68
C-201-DISCH-PRESS,2026-09-02T14:00:00Z,903.11
C-201-DISCH-PRESS,2026-09-02T15:00:00Z,902.23
C-201-DISCH-PRESS,2026-09-02T16:00:00Z,903.06
C-201-DISCH-PRESS,2026-09-02T17:00:00Z,905.74
C-201-DISCH-PRESS,2026-09-02T18:00:00Z,898.64
C-201-DISCH-PRESS,2026-09-02T19:00:00Z,906.08
C-201-DISCH-PRESS,2026-09-02T20:00:00Z,905.52
C-201-DISCH-PRESS,2026-09-02T21:00:00Z,903.25
C-201-DISCH-PRESS,2026-09-02T22:00:00Z,908.11
C-201-DISCH-PRESS,2026-09-02T23:00:00Z,906.83
C-201-DISCH-PRESS,2026-09-03T00:00:00Z,903.18
C-201-DISCH-PRESS,2026-09-03T01:00:00Z,902.99
C-201-DISCH-PRESS,2026-09-03T02:00:00Z,907.09
C-201-DISCH-PRESS,2026-09-03T03:00:00Z,900.45
C-201-DISCH-PRESS,2026-09-03T04:00:00Z,904.0
C-201-DISCH-PRESS,2026-09-03T05:00:00Z,903.11
C-201-DISCH-PRESS,2026-09-03T06:00:00Z,905.21
C-201-DISCH-PRESS,2026-09-03T07:00:00Z,905.63
C-201-DISCH-PRESS,2026-09-03T08:00:00Z,905.11
C-201-DISCH-PRESS,2026-09-03T09:00:00Z,908.4
C-201-DISCH-PRESS,2026-09-03T10:00:00Z,905.68
C-201-DISCH-PRESS,2026-09-03T11:00:00Z,904.06
C-201-DISCH-PRESS,2026-09-03T12:00:00Z,901.37
C-201-DISCH-PRESS,2026-09-03T13:00:00Z,907.17
C-201-DISCH-PRESS,2026-09-03T14:00:00Z,906.58
